Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2023/000251;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE CARABANCHEL;001211;93302;63200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;211;CARABANCHEL
2022/001058;C/ MARIBLANCA. ACONDICIONAMIENTO ESPACIOS INTERBLOQUES;001212;15322;61904;5;650.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2022/001059;Pº SANTA MARÍA DE LA CABEZA Y C/ MARCELO USERA. MEJORA ACCESIBILIDAD PEATONAL;001212;15322;61904;5;350.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2023/000271;C/ DOLORES BARRANCO. CONSTRUCCIÓN DE ARCOS CHINOS;001212;15322;60999;;234.123,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;212;USERA
2022/000492;ZONA VERDE POPULAR MADRILEÑA DISTRITO DE USERA. REHABILITACIÓN;001212;17102;60921;5;18.921,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/001052;ZONA VERDE C/ FORNILLOS/RICARDO BELTRÁN Y ROZPIDE. ADECUACIÓN Y ACONDICIONAMIENTO TALUD;001212;17102;61921;5;100.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/001053;ZONA VERDE C/ SANTA MARÍA REINA C/V EDUARDO BARREIROS. OBRAS DE REGENERACIÓN;001212;17102;61921;5;125.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/001054;ZONA VERDE C/ ALAJATE, 1-7. OBRAS DE REGENERACIÓN;001212;17102;61921;5;37.050,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2022/001055;ZONA VERDE C/ GONZÁLEZ-FEITO-CAMINO PERALES. OBRAS DE REGENERACIÓN;001212;17102;61921;5;125.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2023/000287;ZONAS AJARDINADAS PLAZAS DEL BARRIO DE SAN FERMÍN. OBRAS DE REGENERACIÓN;001212;17102;61921;5;450.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2023/000312;ZONA VERDE EN C/ PRIMITIVA GAÑÁN, DISTRITO USERA. CREACIÓN;001212;17102;60921;5;990.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;212;USERA
2023/003058;ESTRUCTURA PARA PRÉSTAMO POPULAR DE LIBROS EN EL POBLADO DIRIGIDO DE  ORCASITAS (ID 22: 17854);001212;17102;60999;5;10.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;212;USERA
2023/000272;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;62599;;4.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2023/000272;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;63500;;4.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2023/000272;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;63599;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2023/000272;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE USERA;001212;23103;62500;;3.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;212;USERA
2023/000273;CENTROS DE SERVICIOS SOCIALES DEL DISTRITO DE USERA. MOBILIARIO Y EQUIPOS DE OFICINA;001212;23106;62500;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;212;USERA
2023/000391;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO USERA;001212;32301;63200;;200.000,00;05;EDUCACIÓN;00;COLEGIOS;212;USERA
2023/000274;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO DE USERA;001212;33401;62599;;10.000,00;10;CULTURA;03;CENTROS CULTURALES;212;USERA
2023/000274;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO DE USERA;001212;33401;63599;;4.000,00;10;CULTURA;03;CENTROS CULTURALES;212;USERA
2022/000494;DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN;001212;34201;60999;5;700.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2023/000275;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE USERA;001212;34201;62500;;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000275;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE USERA;001212;34201;62599;;29.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000275;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE USERA;001212;34201;63500;;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000275;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE USERA;001212;34201;63599;;20.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000275;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE USERA;001212;34201;62300;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000276;CENTRO DEPORTIVO ORCASUR. OBRAS DE SANEAMIENTO, PAVIMENTACIÓN Y CANASTAS MOTORIZADAS;001212;34201;63200;;495.567,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/000313;CENTROS DEPORTIVOS SAN FERMÍN Y MOSCARDÓ. REFORMA INTEGRAL DE LAS PISCINAS DE VERANO;001212;34201;63200;5;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2023/001003;DEPORTIVO BÁSICO ROMÁN VALERO. ADECUACIÓN PISTA DE MULTIDEPORTE CUBIERTA;001212;34201;61999;5;1.000.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2023/003068;ZONA DEPORTIVA INFANTIL Y DE JUEGOS EN LA CALLE DE MATILDE GAYO. CONSTRUCCIÓN (ID 22: 18586);001212;34201;60999;5;175.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2023/003072;DEPORTIVO BÁSICO PARKOUR EN EL BARRIO DE ORCASITAS. CONSTRUCCIÓN (ID 22: 18137);001212;34201;60999;5;80.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2023/000277;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE USERA;001212;92001;62302;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2023/000277;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE USERA;001212;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2023/000277;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE USERA;001212;92001;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2023/000277;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE USERA;001212;92001;63599;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;212;USERA
2023/000244;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;63599;;2.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2023/000244;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;62601;;4.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2023/000244;EQUIPAMIENTO CENTRO DE MAYORES SAN DIEGO;001213;23103;62599;;39.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;213;PUENTE DE VALLECAS
2023/000280;EQUIPAMIENTO CENTRO SERVICIOS SOCIALES SAN DIEGO;001213;23106;63599;;8.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2023/000280;EQUIPAMIENTO CENTRO SERVICIOS SOCIALES SAN DIEGO;001213;23106;62599;;91.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2023/000246;SERVICIOS SALUBRIDAD DISTRITO PUENTE DE VALLECAS. MATERIAL PARA TOMA DE MUESTRAS;001213;31101;63302;;500;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;213;PUENTE DE VALLECAS
2023/000393;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO PUENTE DE VALLECAS;001213;32301;63200;;485.000,00;05;EDUCACIÓN;00;COLEGIOS;213;PUENTE DE VALLECAS
2023/000261;PLACAS CONMEMORATIVAS DISTRITO PUENTE DE VALLECAS;001213;33401;61999;;10.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;213;PUENTE DE VALLECAS
2023/000262;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO PUENTE DE VALLECAS;001213;33401;62599;;30.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2023/000262;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO PUENTE DE VALLECAS;001213;33401;62500;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2023/000262;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO PUENTE DE VALLECAS;001213;33401;63500;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2023/000262;EQUIPAMIENTO CENTROS CULTURALES DEL DISTRITO PUENTE DE VALLECAS;001213;33401;63599;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2023/000264;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;63300;;18.150,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000264;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;62300;;18.150,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000264;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;63599;;67.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000264;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS;001213;34201;62599;;155.850,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000265;CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS. MOBILIARIO Y EQUIPOS DE OFICINA;001213;34201;63500;;60.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000265;CENTROS DEPORTIVOS DISTRITO PUENTE DE VALLECAS. MOBILIARIO Y EQUIPOS DE OFICINA;001213;34201;62500;;18.150,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000267;EQUIPAMIENTO PISCINA CLIMATIZADA DEL CENTRO DEPORTIVO PALOMERAS;001213;34201;62999;;35.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000268;CENTROS DEPORTIVOS PUENTE DE VALLECAS. EQUIPOS DE COMUNICACION PISCINAS;001213;34201;62600;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2023/000269;EQUIPAMIENTO Y MOBILIARIO NUEVA SEDE DEL DISTRITO PUENTE DE VALLECAS, AV.BUENOS AIRES, 17;001213;92001;62998;;200.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;213;PUENTE DE VALLECAS
2021/001401;CIRCUITOS BIOSALUDABLES DISTRITO MORATALAZ. ADAPTACIÓN EN VÍA PÚBLICA;001214;15322;61904;5;40.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2023/000299;DIVERSOS ÁMBITOS DEL DISTRITO DE MORATALAZ. OBRAS DE MEJORA URBANIZACIÓN;001214;15322;61904;5;60.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2023/000300;DIVERSOS ÁMBITOS DISTRITO DE MORATALAZ. REPOSICIÓN DE MOBILIARIO URBANO;001214;15322;61913;5;21.000,00;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;214;MORATALAZ
2023/000398;VÍAS PÚBLICAS DEL DISTRITO DE MORATALAZ. OBRAS DE REMODELACIÓN;001214;15322;61904;;10.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2023/000099;OBRAS DE CONSERVACIÓN DE CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE MORATALAZ;001214;32301;63200;;620.000,00;05;EDUCACIÓN;00;COLEGIOS;214;MORATALAZ
2023/003069;PANELES INFORMATIVOS SOBRE LA HISTORIA DE MORATALAZ. INSTALACIÓN (ID 22: 18491);001214;33401;60999;5;7.500,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;214;MORATALAZ
2022/001256;CAMPO DE RUGBY EN C/FUENTE CARRANTONA S/N, DISTRITO DE MORATALAZ. CONSTRUCCIÓN (ID 19: 11015);001214;34201;62200;5;475.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;214;MORATALAZ
2023/000100;OBRAS DE CONSERVACIÓN DE INSTALACIONES DEPORTIVAS DEL DISTRITO DE MORATALAZ;001214;34201;63200;;50.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;214;MORATALAZ
2023/000101;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE MORATALAZ;001214;93302;63200;;40.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;214;MORATALAZ
2023/000195;VIALES PÚBLICOS DEL DISTRITO DE CIUDAD LINEAL. OBRAS DE REMODELACIÓN;001215;15322;61910;;5.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2023/000204;ZONAS VERDES DEL DISTRITO DE CIUDAD LINEAL. OBRAS DE REMODELACIÓN;001215;17102;61921;;15.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2023/000232;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO DE CIUDAD LINEAL;001215;23103;62599;;30.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2023/000309;EQUIPAMIENTO CENTRO DE MAYORES CANAL DE PANAMÁ;001215;23103;62600;;20.154,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2023/000309;EQUIPAMIENTO CENTRO DE MAYORES CANAL DE PANAMÁ;001215;23103;62599;;235.700,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2023/000309;EQUIPAMIENTO CENTRO DE MAYORES CANAL DE PANAMÁ;001215;23103;62300;;121.968,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2023/000233;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO DE CIUDAD LINEAL;001215;23106;62500;;4.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;215;CIUDAD LINEAL
2023/000337;EQUIPAMIENTO CENTRO DE SERVICIOS SOCIALES CANAL DE PANAMÁ;001215;23106;62599;;33.880,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;215;CIUDAD LINEAL
2023/000207;OBRAS DE MEJORA DE CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE CIUDAD LINEAL;001215;32301;63200;;291.696,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2023/000301;CENTROS DOCENTES DE ENSEÑANZA ÁMBITO LA ELIPA, DISTRITO CIUDAD LINEAL. OBRAS DE MEJORA;001215;32301;63200;5;128.998,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2023/000303;CENTROS DOCENTES DE ENSEÑANZA ÁMBITO SAN PASCUAL, DISTRITO CIUDAD LINEAL. OBRAS DE MEJORA;001215;32301;63200;5;120.686,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2023/000240;EQUIPAMIENTO CENTROS CULTURALES Y SALAS DE ENSAYO DEL DISTRITO DE CIUDAD LINEAL;001215;33401;62599;;30.000,00;10;CULTURA;03;CENTROS CULTURALES;215;CIUDAD LINEAL
2019/009236;ZONA DEPORTIVA ENTRE C/GANDHI Y LARGO CABALLERO. CONSTRUCCIÓN (ID 19: 10088);001215;34201;60999;5;300.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;215;CIUDAD LINEAL
2023/000209;OBRAS DE CONSERVACIÓN DE INSTALACIONES DEPORTIVAS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;63200;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2023/000241;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62300;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2023/000241;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62500;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2023/000241;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62599;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2023/000302;INSTALACIONES DEPORTIVAS BARRIO PUEBLO NUEVO, DISTRITO DE CIUDAD LINEAL. ADECUACIÓN Y MEJORA;001215;34201;63200;5;207.312,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2023/000120;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;001215;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2023/000120;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;001215;92001;62599;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2023/000211;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE CIUDAD LINEAL;001215;93302;63200;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;215;CIUDAD LINEAL
2023/000234;VIALES DISTRITO DE HORTALEZA. OBRAS DE REMODELACIÓN;001216;15322;61910;;410.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;216;HORTALEZA
2023/000235;ZONAS AJARDINADAS DEL DISTRITO DE HORTALEZA. OBRAS DE REMODELACIÓN;001216;17102;61921;;10.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;216;HORTALEZA
2023/000242;SERVICIOS DE SALUBRIDAD DISTRITO DE HORTALEZA. ÚTILES Y HERRAMIENTAS;001216;31101;62302;;500;04;SALUD PÚBLICA;02;HIGIENE;216;HORTALEZA
2023/000236;OBRAS DE REFORMA EN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE HORTALEZA;001216;32301;63200;;140.000,00;05;EDUCACIÓN;00;COLEGIOS;216;HORTALEZA
2022/000578;OBRAS DE ACONDICIONAMIENTO Y MEJORA INSTALACIONES DEPORTIVAS DEL DISTRITO DE HORTALEZA;001216;34201;63200;;235.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2022/002015;INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672);001216;34201;61999;5;582.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;216;HORTALEZA
2023/000237;OBRAS DE REFORMA EN INSTALACIONES DEPORTIVAS DEL DISTRITO DE HORTALEZA;001216;34201;63200;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2023/000238;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE HORTALEZA;001216;34201;62599;;29.330,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2023/003065;DEPORTIVO BÁSICO ESPERANZA I. SUSTITUCIÓN CÉSPED ARTIFICIAL DEL CAMPO DE FUTBOL 11 (ID 22: 17774);001216;34201;63200;5;250.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;216;HORTALEZA
2023/000239;OBRAS DE REFORMA EN EDIFICIOS DEL DISTRITO DE HORTALEZA;001216;93302;63200;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;216;HORTALEZA
2023/000247;CENTROS DE MAYORES DEL DISTRITO DE VILLAVERDE. MOBILIARIO;001217;23103;62500;;27.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;217;VILLAVERDE
2023/000248;CENTROS DE SERVICIOS SOCIALES DEL DISTRITO DE VILLAVERDE. MOBILIARIO;001217;23106;62500;;23.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;217;VILLAVERDE
2023/000392;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO VILLAVERDE;001217;32301;63200;;200.000,00;05;EDUCACIÓN;00;COLEGIOS;217;VILLAVERDE
2022/001039;PISTAS DE PUMPTRACK INFANTIL, POLIVALENTE Y CALISTENIA EN PARQUE LINEAL DEL MANZANARES. CONSTRUCCIÓN;001217;34201;60999;5;700.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2023/000159;CENTRO DEPORTIVO PISCINA EL ESPINILLO. OBRAS DE MEJORA Y ACONDICIONAMIENTO;001217;34201;63200;;270.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;217;VILLAVERDE
2023/000163;CENTRO DEPORTIVO RAÚL GONZÁLEZ. OBRAS DE MEJORA Y ACONDICIONAMIENTO;001217;34201;63200;;280.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;217;VILLAVERDE
2023/000304;C/ DIEGO OLIVERA VICTORIO, DISTRITO VILLA DE VALLECAS. OBRAS DE REMODELACIÓN ACERAS;001218;15322;61910;5;55.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;218;VILLA DE VALLECAS
2023/000305;C/ ENRIQUE GARCÍA ÁLVAREZ C/V PZA. ANTONIO DE MESA, VILLA DE VALLECAS. REMODELACIÓN DE ACERAS;001218;15322;61910;5;13.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;218;VILLA DE VALLECAS
2023/000030;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO VILLA DE VALLECAS;001218;32301;63200;;400.000,00;05;EDUCACIÓN;00;COLEGIOS;218;VILLA DE VALLECAS
2023/000031;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO VILLA DE VALLECAS;001218;34201;63200;;170.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2023/000032;OBRAS DE CONSERVACIÓN DE EDIFICIOS DISTRITO VILLA DE VALLECAS;001218;93302;63200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;218;VILLA DE VALLECAS
2023/000036;EQUIPAMIENTO CENTROS DE DIA Y MAYORES DEL DISTRITO DE VICÁLVARO;001219;23103;62599;;4.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;219;VICALVARO
2023/000153;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE VICALVARO;001219;32301;63200;;760.000,00;05;EDUCACIÓN;00;COLEGIOS;219;VICALVARO
2023/000006;EQUIPAMIENTO CENTRO CULTURAL CALLE TITANIO;001219;33401;62599;;120.000,00;10;CULTURA;03;CENTROS CULTURALES;219;VICALVARO
2023/000021;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE VICÁLVARO;001219;34201;62300;;16.940,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
